16.017	0.0723501	0.0227582	-0.0495918	15.9128	23.777	23.7607
16.983	0.0830201	0.037627	-0.0453931	19.8721	3.92539	23.7644
16.9636	0.0829527	0.0376209	-0.0453318	19.8735	23.7808	3.909
15.2152	0.0618397	-0.00222001	-0.0640598	7.95726	23.7661	23.7521
14.2001	0.0549749	-0.0278506	-0.0828255	11.9343	3.90254	23.7816
13.1279	0.0465341	-0.0288182	-0.0753523	15.9172	7.88262	23.7969
14.3559	0.0558385	-0.0320036	-0.0878421	19.9019	11.8684	23.7944
14.1742	0.0548312	-0.028173	-0.0830042	11.9354	23.7965	3.88724
14.146	0.0634247	0.0232553	-0.0401694	15.9025	3.93513	3.91937
14.2137	0.0632959	0.0252213	-0.0380747	19.8564	7.89228	3.92005
13.1072	0.0463687	-0.0289182	-0.0752869	15.9191	0.002425	7.86652
14.2183	0.063288	0.0252675	-0.0380205	19.8562	3.93608	7.87683
14.3435	0.0557749	-0.0331254	-0.0889003	19.9037	0.001673	11.8533
18.252	0.087467	0.0434941	-0.0439729	0.025296	23.7708	23.7553
15.4687	0.0720983	0.0255074	-0.0465909	3.98192	3.91543	23.746
12.1236	0.0287176	-0.024806	-0.0535236	7.94456	7.87302	23.7571
10.9127	-0.000536689	-0.0631886	-0.0626519	11.9468	11.8655	0.034789
12.3131	0.0320411	-0.0180325	-0.0500737	15.9188	15.8591	23.7848
15.7361	0.0740286	0.0318528	-0.0421758	19.8804	19.8153	23.7587
15.4433	0.0719865	0.025239	-0.0467475	3.98292	23.76	3.90109
13.3254	0.0511438	-0.0311067	-0.0822506	7.94675	3.88197	3.86869
10.7318	0.0125759	0.00441193	-0.008164	11.9321	7.87963	3.90462
10.795	0.0140519	0.0269598	0.0129079	15.9054	11.8691	3.93307
13.5136	0.0529991	-0.00514322	-0.0581424	19.8909	15.851	3.90036
12.0957	0.0284321	-0.0249505	-0.0533826	7.94565	23.7686	7.85858
10.7401	0.0126238	0.00435472	-0.00826903	11.9321	3.91758	7.86521
9.21792	-0.0140745	0.146272	0.160346	15.883	7.91322	7.89774
10.8974	0.0143772	0.0318042	0.017427	19.8547	11.8706	7.88026
10.8886	-0.000785484	-0.0616578	-0.0608723	11.9482	0.045938	11.8511
10.805	0.0141617	0.0287604	0.0145987	15.9024	3.95055	11.8541
10.899	0.014441	0.0334874	0.0190464	19.8501	7.89775	11.8555
12.3012	0.0320232	-0.0175387	-0.0495619	15.9174	23.8007	15.8441
13.5244	0.0531168	-0.00358008	-0.0566969	19.886	3.91852	15.8357
15.7312	0.0740646	0.0321126	-0.041952	19.8791	23.7752	19.7993
15.7556	0.0707795	0.01854	-0.0522395	0.020776	7.88521	23.7519
12.4739	0.0345768	-0.0154552	-0.050032	3.97149	11.8606	23.7404
11.2515	0.00949867	-0.0248274	-0.034326	7.96216	15.8498	23.7731
12.6555	0.0373667	-0.0103542	-0.0477209	11.9422	19.8214	23.7661
16.6715	0.0819115	0.0364156	-0.0454959	0.011382	3.91879	3.90384
12.4418	0.0451584	-0.0338166	-0.078975	3.95729	7.87113	3.8733
9.7014	-0.0146019	-0.0247557	-0.0101538	7.91577	11.8564	3.83064
9.73254	-0.0129637	0.00382062	0.0167843	11.9373	15.8597	3.90176
12.6565	0.0484152	-0.0103038	-0.058719	15.9214	19.8312	3.90249
15.7359	0.0706644	0.0181166	-0.0525478	0.022288	23.7669	7.87032
12.4493	0.0451723	-0.0348912	-0.0800634	3.95729	3.88523	7.85771
8.05716	-0.0530545	-0.0972689	-0.0442144	7.94089	7.7151	7.70514
5.6179	-0.171097	0.336819	0.507916	11.8708	11.8503	7.8626
8.19291	-0.0479992	-0.0241781	0.0238211	16.0065	15.8552	7.80573
12.7517	0.0484379	-0.0180144	-0.0664523	19.8969	19.832	7.8685
12.4522	0.0344218	-0.0155378	-0.0499596	3.97129	23.7509	11.8476
9.72775	-0.0141276	-0.0268567	-0.0127291	7.9127	3.83474	11.8433
5.63169	-0.170316	0.338015	0.50833	11.8599	7.87414	11.8341
