13.2835	-0.04987	-0.29748	-0.24761	13.3299	20.0495	16.0244
13.3293	-0.0502334	-0.289582	-0.239349	13.3959	6.70649	16.0434
13.3085	-0.0140776	-0.309342	-0.295264	16.6504	13.3622	4.94387
8.03196	-0.00162887	0.0380028	0.0396317	-0.229178	13.4975	16.0432
7.97732	0.0484589	0.0114651	-0.0369938	3.08602	19.974	4.88793
18.8651	-0.0474189	-0.294829	-0.24741	16.656	0.007726	4.92792
15.5298	-0.0498791	-0.0566907	-0.00681159	-0.200521	26.6904	16.0017
7.99606	0.0507362	0.0126115	-0.0381247	3.03571	6.66651	5.01261
16.9752	-0.0664264	-0.284228	-0.217802	17.4666	20.0351	17.249
17.0422	-0.0665328	-0.299334	-0.232801	17.5346	6.68253	17.2618
10.8767	0.0172399	-0.312169	-0.329409	20.7921	13.3735	6.15979
8.01481	-0.0218822	0.0376544	0.0595367	3.91921	13.2295	17.2652
7.97448	0.0761072	0.011605	-0.0645022	7.19381	20.0601	6.25606
17.2214	-0.0343476	-0.289792	-0.255445	20.7852	0.018124	6.17464
15.5314	-0.0589673	-0.0589928	-2.54211e-05	3.94759	0.042535	17.2305
7.97576	0.0732446	0.0111273	-0.0621173	7.22318	6.75635	6.10885

7.21573	0.0904424	-0.00462802	-0.0950704	2.99684	19.6072	12.7187
7.21591	0.0906964	-0.00191867	-0.092615	2.99183	7.12376	12.7082
7.23	0.00588139	0.00802524	0.00214386	6.0893	13.3666	2.31383
12.9982	-0.00545643	-0.287304	-0.281847	16.5278	13.3833	12.9237
15.1467	-0.0608924	-0.286808	-0.225915	19.8168	20.0434	1.8476
15.4388	-0.0540367	-0.120877	-0.0668402	6.223	26.7321	1.83139
18.6044	-0.0427512	-0.287753	-0.245002	16.4836	26.7116	12.9535
15.1369	-0.0607432	-0.260469	-0.199726	19.8078	6.71683	1.86001
13.2751	-0.0654143	-0.10342	-0.0380061	0.701863	19.9771	20.2656
13.2724	-0.0654392	-0.101973	-0.0365337	0.900683	6.75222	20.3169
15.1326	-0.0712242	-0.285954	-0.21473	14.3717	13.3673	20.3371
15.1226	-0.00596284	-0.273353	-0.26739	17.6559	20.0551	9.27591
13.362	0.0240681	-0.104565	-0.128633	4.03316	26.7294	9.38344
20.1739	-0.0830863	-0.294802	-0.211715	14.3435	0.02016	20.3454
15.1033	-0.00598452	-0.283393	-0.277409	17.6795	6.67665	9.25735

15.055	-0.0759541	-0.287187	-0.211232	10.7983	22.3122	19.3143
12.9241	-0.068618	-0.288936	-0.220318	10.8384	8.95233	19.331
10.3293	0.0420503	-0.302848	-0.344898	14.0921	15.603	8.23662
12.2731	-0.0595567	0.0435131	0.10307	-2.77928	15.6301	19.3924
9.58866	0.0562984	-0.073919	-0.130217	0.584283	22.2447	8.21615
